Pclass,Name,Age,Fare,S,C,Q,Family size,Sex,IsAlone,Survived
3,0,-1.596522072,15.9,1,0,0,2,1,0,1
3,2,0.018543257,19.9667,1,0,0,1,1,0,0
3,2,-0.673627598,7.25,1,0,0,0,1,1,0
1,2,1.941240078,30.5,1,0,0,0,1,1,0
1,2,3.171766043,49.5042,0,1,0,0,1,1,0
3,2,-0.673627598,8.05,1,0,0,0,1,1,0
3,2,0.018543257,14.4583,0,1,0,0,1,1,0
1,1,1.864332205,78.2667,0,1,0,1,0,0,1
3,2,0.018543257,15.1,1,0,0,0,1,1,0
1,3,-0.365996107,151.55,1,0,0,3,0,0,0
3,2,-0.44290398,7.7958,1,0,0,0,1,1,0
3,2,-0.98125909,8.6625,1,0,0,0,1,1,0
3,1,-0.673627598,7.75,0,0,1,0,0,1,0
3,1,0.018543257,7.6292,0,0,1,0,0,1,0
3,1,0.556898367,9.5875,1,0,0,0,0,1,0
1,1,-1.058166962,86.5,1,0,0,0,0,1,1
1,2,-0.904351217,108.9,0,1,0,1,1,0,0
2,3,0.249266876,26,1,0,0,2,0,0,1
1,2,0.018543257,26.55,1,0,0,0,1,1,1
3,2,-0.135272488,22.525,1,0,0,0,1,1,0
3,2,-0.289088234,56.4958,1,0,0,0,1,1,1
3,2,-0.058364616,7.75,0,0,1,0,1,1,1
3,2,0.018543257,8.05,1,0,0,0,1,1,0
1,2,0.479990494,26.2875,1,0,0,0,1,1,1
1,3,1.864332205,59.4,0,1,0,1,0,0,1
3,2,-0.44290398,7.4958,1,0,0,0,1,1,0
1,2,1.325977095,34.0208,1,0,0,0,1,1,0
2,3,0.326174749,10.5,1,0,0,0,0,1,1
3,2,0.018543257,24.15,0,0,1,0,1,1,0
2,3,0.479990494,26,1,0,0,1,0,0,1
3,2,0.172359003,7.8958,1,0,0,0,1,1,0
1,1,0.018543257,93.5,1,0,0,0,0,1,1
3,2,-0.596719725,7.8958,1,0,0,0,1,1,0
3,2,0.018543257,7.225,0,1,0,0,1,1,0
1,3,1.095253477,57.9792,0,1,0,1,0,0,1
3,2,0.018543257,7.2292,0,1,0,0,1,1,0
3,2,0.826075922,7.75,0,0,1,0,1,1,0
2,1,1.556700714,10.5,1,0,0,0,0,1,1
1,2,0.018543257,221.7792,1,0,0,0,1,1,0
3,2,0.710714113,7.925,1,0,0,0,1,1,0
2,2,-0.519811853,11.5,1,0,0,3,1,0,0
2,1,-2.134877182,26,1,0,0,2,0,0,1
3,2,0.018543257,7.2292,0,1,0,0,1,1,0
3,2,-0.98125909,7.2292,0,1,0,2,1,0,0
3,3,0.018543257,22.3583,0,1,0,2,0,0,1
3,1,0.018543257,8.6625,1,0,0,0,0,1,0
2,1,-1.750337818,26.25,1,0,0,2,0,0,1
1,4,1.17216135,26.55,1,0,0,0,1,1,0
1,1,0.018543257,106.425,0,1,0,0,0,1,1
3,2,0.018543257,14.5,1,0,0,0,1,1,0
1,1,-0.596719725,49.5,0,1,0,2,0,0,1
1,1,0.479990494,71,1,0,0,2,0,0,1
3,1,-1.596522072,31.275,1,0,0,6,0,0,0
3,1,-1.442706327,31.275,1,0,0,6,0,0,0
2,2,0.172359003,26,1,0,0,1,1,0,1
1,2,1.556700714,106.425,0,1,0,1,1,0,0
1,2,2.633410933,26,1,0,0,0,1,1,0
2,3,-0.827443344,26,1,0,0,1,0,0,1
2,2,0.018543257,13.8625,0,1,0,0,1,1,1
3,2,0.249266876,20.525,1,0,0,2,1,0,0
2,0,-1.673429945,36.75,1,0,0,2,1,0,1
1,2,-0.98125909,110.8833,0,1,0,2,1,0,1
2,2,-0.212180361,26,1,0,0,0,1,1,0
3,2,0.018543257,7.8292,0,0,1,0,1,1,0
3,2,-0.596719725,7.225,0,1,0,0,1,1,1
3,1,-0.596719725,7.775,1,0,0,0,0,1,1
1,2,2.479595188,26.55,1,0,0,0,1,1,0
1,4,1.402884968,39.6,0,1,0,1,0,0,1
1,2,0.018543257,227.525,0,1,0,0,1,1,0
1,3,0.710714113,79.65,1,0,0,2,0,0,1
3,3,0.479990494,17.4,1,0,0,1,0,0,1
3,2,0.018543257,7.75,0,0,1,0,1,1,0
3,2,0.787621985,7.8958,1,0,0,0,1,1,0
2,2,-0.135272488,13.5,1,0,0,0,1,1,0
3,2,0.018543257,8.05,1,0,0,0,1,1,0
3,1,0.018543257,8.05,1,0,0,0,0,1,0
3,2,-0.44290398,24.15,1,0,0,2,1,0,0
3,2,-0.827443344,7.8958,1,0,0,0,1,1,0
3,3,-0.058364616,21.075,1,0,0,4,0,0,0
3,2,0.018543257,7.2292,0,1,0,0,1,1,0
3,2,0.172359003,7.8542,1,0,0,0,1,1,1
2,2,2.479595188,10.5,1,0,0,0,1,1,1
1,3,1.787424332,51.4792,1,0,0,2,0,0,1
1,2,0.479990494,26.3875,1,0,0,0,1,1,1
3,1,0.018543257,7.75,0,0,1,0,0,1,1
3,2,-1.058166962,8.05,1,0,0,0,1,1,0
3,2,-0.827443344,14.5,1,0,0,0,1,1,0
2,1,0.326174749,13,1,0,0,0,0,1,1
1,3,0.710714113,55.9,1,0,0,1,0,0,1
3,3,0.018543257,14.4583,0,1,0,1,0,0,0
3,2,0.172359003,7.925,1,0,0,0,1,1,1
2,1,-0.365996107,30,1,0,0,2,0,0,1
1,3,0.710714113,110.8833,0,1,0,2,0,0,1
2,2,1.864332205,26,1,0,0,0,1,1,0
1,2,0.479990494,40.125,0,1,0,0,1,1,0
3,2,0.018543257,8.7125,0,1,0,0,1,1,0
1,1,-0.904351217,79.65,1,0,0,2,0,0,1
2,2,1.325977095,15,1,0,0,0,1,1,0
1,2,2.325779442,79.2,0,1,0,2,1,0,1
3,2,-0.596719725,8.05,1,0,0,0,1,1,0
3,2,0.018543257,8.05,1,0,0,0,1,1,0
3,2,0.403082621,7.125,1,0,0,0,1,1,0
1,3,1.710516459,78.2667,0,1,0,1,0,0,1
3,2,1.325977095,7.25,1,0,0,0,1,1,0
3,1,0.018543257,7.75,0,0,1,2,0,0,0
2,2,0.556898367,26,1,0,0,1,1,0,0
3,2,0.479990494,24.15,1,0,0,2,1,0,0
2,1,0.018543257,33,1,0,0,0,0,1,1
3,2,1.479792841,14.45,1,0,0,0,1,1,0
3,2,0.018543257,7.225,0,1,0,0,1,1,0
1,4,1.479792841,56.9292,0,1,0,1,1,0,1
2,3,-0.44290398,27,1,0,0,3,0,0,1
3,2,0.018543257,7.8958,1,0,0,0,1,1,0
1,2,0.018543257,42.4,1,0,0,0,1,1,0
3,2,1.095253477,8.05,1,0,0,0,1,1,0
1,2,0.403082621,26.55,0,1,0,0,1,1,1
3,2,0.479990494,15.55,1,0,0,1,1,0,0
3,2,0.018543257,7.8958,1,0,0,0,1,1,0
1,2,-0.212180361,30.5,1,0,0,0,1,1,1
2,3,-0.596719725,41.5792,0,1,0,3,0,0,1
1,1,0.787621985,153.4625,1,0,0,0,0,1,1
3,3,0.710714113,31.275,1,0,0,6,0,0,0
3,2,0.018543257,7.05,1,0,0,0,1,1,0
3,1,0.018543257,15.5,0,0,1,1,0,0,1
3,2,0.018543257,7.75,0,0,1,0,1,1,0
3,2,0.403082621,8.05,1,0,0,0,1,1,0
2,1,-0.44290398,65,1,0,0,3,0,0,1
3,2,0.326174749,14.4,1,0,0,2,1,0,0
3,3,-0.289088234,16.1,1,0,0,1,0,0,0
2,1,-1.981061436,39,1,0,0,3,0,0,1
2,2,-0.289088234,10.5,1,0,0,0,1,1,0
3,2,-0.212180361,14.4542,0,1,0,1,1,0,0
1,2,0.941437731,52.5542,1,0,0,1,1,0,1
3,2,-0.750535471,15.7417,0,1,0,2,1,0,1
3,2,-0.673627598,7.8542,1,0,0,0,1,1,0
3,2,-0.673627598,16.1,1,0,0,0,1,1,0
1,2,2.402687315,32.3208,1,0,0,0,1,1,0
2,4,2.095055824,12.35,0,0,1,0,1,1,0
1,1,-0.673627598,77.9583,1,0,0,0,0,1,1
3,2,-0.289088234,7.8958,1,0,0,0,1,1,0
3,2,0.018543257,7.7333,0,0,1,0,1,1,0
1,2,3.863936899,30,1,0,0,0,1,1,1
3,2,1.633608587,7.0542,1,0,0,0,1,1,0
1,4,0.172359003,30.5,0,1,0,0,1,1,1
1,2,0.018543257,14.45,1,0,0,0,1,1,0
3,1,-1.596522072,27.9,1,0,0,5,0,0,0
2,1,-0.135272488,13,1,0,0,0,0,1,1
3,2,0.172359003,7.925,1,0,0,0,1,1,0
2,2,0.09545113,26.25,1,0,0,2,1,0,0
3,3,0.864529858,39.6875,1,0,0,5,0,0,0
3,2,0.018543257,16.1,1,0,0,1,1,0,0
3,2,-0.750535471,7.8542,1,0,0,0,1,1,0
1,4,-0.44290398,69.3,0,1,0,0,0,1,1
3,1,-2.134877182,27.9,1,0,0,5,0,0,0
3,2,0.018543257,56.4958,1,0,0,0,1,1,1
3,1,-2.231012023,19.2583,0,1,0,3,0,0,1
1,2,1.402884968,76.7292,0,1,0,1,1,0,1
3,2,-0.827443344,7.8958,1,0,0,0,1,1,0
1,4,2.018147951,35.5,0,1,0,0,1,1,1
3,2,0.018543257,7.55,1,0,0,0,1,1,0
3,1,-0.519811853,7.55,1,0,0,0,0,1,1
3,2,0.018543257,7.8958,1,0,0,0,1,1,0
2,1,-0.904351217,23,1,0,0,1,0,0,1
3,2,-0.673627598,8.4333,1,0,0,0,1,1,0
3,1,0.018543257,7.8292,0,0,1,0,0,1,1
3,1,-0.904351217,6.75,0,0,1,0,0,1,0
2,2,-0.44290398,73.5,1,0,0,2,1,0,0
3,2,0.018543257,7.8958,1,0,0,0,1,1,0
3,3,0.172359003,15.5,0,0,1,2,0,0,0
2,2,-0.519811853,13,1,0,0,0,1,1,0
1,2,2.171963696,113.275,0,1,0,2,1,0,0
1,4,1.556700714,133.65,1,0,0,2,1,0,1
3,2,0.787621985,7.225,0,1,0,0,1,1,0
1,2,1.325977095,25.5875,1,0,0,0,1,1,0
3,2,0.479990494,7.4958,1,0,0,0,1,1,0
3,2,-0.750535471,7.925,1,0,0,1,1,0,1
2,2,0.172359003,73.5,1,0,0,2,1,0,0
2,2,-0.365996107,13,1,0,0,0,1,1,0
3,2,0.018543257,7.775,1,0,0,0,1,1,0
3,2,1.018345604,8.05,1,0,0,0,1,1,0
1,3,0.018543257,52,1,0,0,1,0,0,1
2,3,0.787621985,39,1,0,0,2,0,0,1
1,2,0.09545113,52,1,0,0,1,1,0,0
2,2,3.09485817,10.5,1,0,0,0,1,1,0
2,2,0.09545113,13,1,0,0,0,1,1,1
2,2,0.018543257,14.45,1,0,0,0,1,1,0
3,2,-0.904351217,7.775,1,0,0,0,1,1,0
3,2,-0.404450043,8.05,1,0,0,0,1,1,0
3,1,-0.904351217,9.8417,1,0,0,0,0,1,1
3,3,1.018345604,46.9,1,0,0,7,0,0,0
1,2,0.479990494,512.3292,0,1,0,1,1,0,1
3,1,0.018543257,8.1375,0,0,1,0,0,1,0
1,2,-0.212180361,76.7292,0,1,0,0,1,1,1
3,2,-0.750535471,9.225,1,0,0,0,1,1,0
3,2,-1.211982708,46.9,1,0,0,7,1,0,0
2,2,2.325779442,39,1,0,0,2,1,0,0
2,2,-0.365996107,41.5792,0,1,0,3,1,0,0
3,2,-1.211982708,39.6875,1,0,0,5,1,0,0
3,2,-0.827443344,10.1708,1,0,0,0,1,1,0
3,2,-0.904351217,7.7958,1,0,0,0,1,1,0
1,1,-1.135074835,211.3375,1,0,0,1,0,0,1
1,2,0.09545113,57,1,0,0,1,1,0,1
3,1,-1.981061436,13.4167,0,1,0,1,0,0,1
3,2,0.018543257,56.4958,1,0,0,0,1,1,1
3,2,-0.365996107,7.225,0,1,0,0,1,1,0
1,4,2.325779442,26.55,1,0,0,0,1,1,0
2,2,1.710516459,13.5,1,0,0,0,1,1,0
3,2,1.095253477,8.05,1,0,0,0,1,1,0
3,1,0.018543257,7.7333,0,0,1,0,0,1,1
1,2,1.479792841,110.8833,0,1,0,2,1,0,0
3,2,0.941437731,7.65,1,0,0,0,1,1,0
1,3,-0.904351217,227.525,0,1,0,1,0,0,1
1,2,0.403082621,26.2875,1,0,0,0,1,1,1
3,1,-0.904351217,14.4542,0,1,0,1,0,0,0
3,2,-0.365996107,7.7417,0,0,1,0,1,1,0
3,2,-0.289088234,7.8542,1,0,0,1,1,0,0
2,2,0.710714113,26,1,0,0,0,1,1,0
2,3,1.17216135,13.5,1,0,0,0,0,1,1
1,2,0.941437731,26.2875,1,0,0,0,1,1,1
1,1,-0.596719725,151.55,1,0,0,0,0,1,1
3,0,0.018543257,15.2458,0,1,0,2,1,0,1
1,4,-0.44290398,49.5042,0,1,0,0,0,1,1
1,2,0.018543257,26.55,1,0,0,0,1,1,0
1,2,1.402884968,52,1,0,0,1,1,0,1
3,2,-0.058364616,9.4833,1,0,0,0,1,1,0
2,2,1.710516459,13,1,0,0,0,1,1,0
3,2,-0.827443344,7.65,1,0,0,0,1,1,0
1,1,0.63380624,227.525,0,1,0,0,0,1,1
2,1,-0.212180361,10.5,1,0,0,0,0,1,1
3,2,0.018543257,15.5,0,0,1,0,1,1,0
3,2,0.249266876,7.775,1,0,0,0,1,1,0
2,1,-1.827245691,33,1,0,0,1,0,0,1
3,2,-0.98125909,7.0542,1,0,0,1,1,0,0
2,2,0.326174749,13,1,0,0,0,1,1,0
2,2,1.556700714,13,1,0,0,0,1,1,0
1,2,-0.212180361,53.1,1,0,0,1,1,0,1
3,2,-0.750535471,8.6625,1,0,0,0,1,1,0
2,3,0.018543257,21,1,0,0,3,0,0,1
3,1,0.018543257,7.7375,0,0,1,0,0,1,1
2,2,-0.365996107,26,1,0,0,1,1,0,0
3,1,-0.365996107,7.925,1,0,0,1,0,0,0
1,1,-0.058364616,211.3375,1,0,0,0,0,1,1
3,2,-1.442706327,18.7875,0,1,0,0,1,1,0
2,2,0.018543257,14.45,1,0,0,0,1,1,0
2,2,-0.519811853,13,1,0,0,0,1,1,0
2,2,-0.519811853,13,1,0,0,0,1,1,0
3,2,-0.096818552,16.1,1,0,0,0,1,1,0
3,3,1.402884968,34.375,1,0,0,4,0,0,0
1,2,0.403082621,512.3292,0,1,0,0,1,1,1
3,2,0.018543257,7.8958,1,0,0,0,1,1,0
3,2,0.018543257,7.8958,1,0,0,0,1,1,0
1,2,0.018543257,30,1,0,0,0,1,1,1
1,2,0.479990494,78.85,1,0,0,1,1,0,0
1,1,-0.673627598,262.375,0,1,0,4,0,0,1
3,2,-0.44290398,16.1,1,0,0,1,1,0,0
3,2,0.09545113,7.925,1,0,0,0,1,1,1
1,4,3.09485817,71,1,0,0,2,1,0,0
3,2,-1.058166962,20.25,1,0,0,2,1,0,0
2,1,0.018543257,13,1,0,0,0,0,1,1
1,2,-0.827443344,53.1,1,0,0,1,1,0,0
3,2,0.09545113,7.75,0,0,1,0,1,1,0
2,1,-1.981061436,23,1,0,0,2,0,0,1
3,0,-1.827245691,12.475,1,0,0,1,1,0,1
3,2,0.249266876,9.5,1,0,0,0,1,1,0
3,2,-0.519811853,7.8958,1,0,0,0,1,1,0
2,3,1.402884968,65,1,0,0,3,0,0,1
2,0,-2.237164653,14.5,1,0,0,2,1,0,1
3,2,-0.135272488,7.7958,1,0,0,0,1,1,0
2,2,-0.904351217,11.5,1,0,0,0,1,1,0
3,2,0.326174749,8.05,1,0,0,0,1,1,0
1,4,0.249266876,86.5,1,0,0,0,0,1,1
3,2,0.018543257,14.5,1,0,0,0,1,1,0
3,2,0.864529858,7.125,1,0,0,0,1,1,0
3,2,-0.750535471,7.2292,0,1,0,0,1,1,1
1,3,0.479990494,120,1,0,0,3,0,0,1
3,2,-1.058166962,7.775,1,0,0,0,1,1,0
1,3,1.633608587,77.9583,1,0,0,1,0,0,1
1,4,0.018543257,39.6,0,1,0,0,1,1,0
3,1,0.056997194,7.75,0,0,1,0,0,1,0
3,2,0.018543257,24.15,0,0,1,1,1,0,0
3,2,0.172359003,8.3625,1,0,0,0,1,1,0
3,2,-0.44290398,9.5,1,0,0,0,1,1,0
3,2,1.402884968,7.8542,1,0,0,0,1,1,0
2,3,2.095055824,10.5,1,0,0,0,0,1,0
3,2,0.018543257,7.225,0,1,0,0,1,1,0
2,3,1.864332205,23,1,0,0,4,0,0,1
3,2,-0.904351217,7.75,1,0,0,0,1,1,0
3,2,0.018543257,7.75,0,0,1,0,1,1,0
3,1,-1.904153563,12.475,1,0,0,0,0,1,1
3,2,0.018543257,7.7375,0,0,1,0,1,1,0
1,3,1.018345604,211.3375,1,0,0,1,0,0,1
3,1,-1.288890581,7.2292,0,1,0,0,0,1,1
1,3,-0.98125909,57,1,0,0,1,0,0,1
1,2,-0.058364616,30,1,0,0,0,1,1,0
3,2,0.018543257,23.45,1,0,0,3,1,0,0
3,2,-0.365996107,7.05,1,0,0,0,1,1,0
3,2,-0.365996107,7.25,1,0,0,0,1,1,0
3,1,-0.904351217,7.4958,1,0,0,0,0,1,1
3,0,-1.673429945,29.125,0,0,1,5,1,0,0
3,0,-2.211785055,20.575,1,0,0,3,1,0,1
1,2,1.249069222,79.2,0,1,0,0,1,1,0
3,2,0.018543257,7.75,0,0,1,0,1,1,0
2,2,-1.058166962,26,1,0,0,0,1,1,0
3,1,0.018543257,69.55,1,0,0,10,0,0,0
1,2,0.018543257,30.6958,0,1,0,0,1,1,0
3,2,-0.365996107,7.8958,1,0,0,0,1,1,0
2,2,0.710714113,13,1,0,0,0,1,1,0
1,4,1.479792841,25.9292,1,0,0,0,0,1,1
3,3,0.09545113,8.6833,1,0,0,0,0,1,1
3,2,0.018543257,7.2292,0,1,0,0,1,1,0
3,3,0.018543257,24.15,1,0,0,2,0,0,0
2,2,0.326174749,13,1,0,0,0,1,1,0
2,3,0.09545113,26.25,1,0,0,2,0,0,1
1,0,-1.442706327,120,1,0,0,3,1,0,1
3,0,-2.256391621,8.5167,0,1,0,1,1,0,1
3,2,-0.212180361,6.975,1,0,0,0,1,1,1
3,2,0.09545113,7.775,1,0,0,0,1,1,0
1,2,0.710714113,14.45,1,0,0,0,1,1,0
3,1,-0.904351217,7.775,1,0,0,0,0,1,0
2,2,0.710714113,13,1,0,0,0,1,1,0
1,3,0.249266876,53.1,1,0,0,1,0,0,1
3,2,-0.289088234,7.8875,1,0,0,0,1,1,0
3,2,0.710714113,24.15,1,0,0,0,1,1,0
2,2,0.403082621,10.5,1,0,0,0,1,1,0
3,1,-1.827245691,31.275,1,0,0,6,0,0,0
3,2,0.056997194,8.05,1,0,0,0,1,1,0
1,2,0.018543257,14.45,1,0,0,0,1,1,0
3,1,-0.519811853,7.925,1,0,0,0,0,1,0
2,2,0.09545113,37.0042,0,1,0,2,1,0,0
3,2,1.018345604,6.45,1,0,0,0,1,1,0
3,0,-1.519614199,27.9,1,0,0,5,1,0,0
1,3,1.710516459,93.5,1,0,0,2,0,0,1
3,2,-0.212180361,8.6625,1,0,0,0,1,1,1
1,4,0.63380624,14.45,1,0,0,0,1,1,0
3,3,-0.212180361,12.475,1,0,0,1,0,0,1
3,0,-2.134877182,39.6875,1,0,0,5,1,0,0
3,2,0.018543257,6.95,0,0,1,0,1,1,0
3,2,0.018543257,56.4958,1,0,0,0,1,1,0
2,0,-2.211785055,37.0042,0,1,0,2,1,0,1
3,2,0.018543257,7.75,0,0,1,0,1,1,1
1,3,2.479595188,80,1,0,0,0,0,1,1
3,3,-1.135074835,14.4542,0,1,0,1,0,0,1
2,0,-2.224859393,18.75,1,0,0,2,1,0,1
3,2,0.018543257,7.2292,0,1,0,0,1,1,0
3,2,-0.519811853,7.8542,1,0,0,0,1,1,0
3,2,-0.904351217,8.3,1,0,0,0,1,1,0
1,1,0.710714113,83.1583,0,1,0,2,0,0,1
3,2,-0.673627598,8.6625,1,0,0,0,1,1,0
3,2,0.018543257,8.05,1,0,0,0,1,1,0
3,2,0.172359003,56.4958,1,0,0,0,1,1,1
1,2,0.018543257,29.7,0,1,0,0,1,1,1
3,2,-0.750535471,7.925,1,0,0,0,1,1,0
2,2,-1.058166962,10.5,1,0,0,0,1,1,0
1,1,0.018543257,31,0,1,0,0,0,1,1
3,2,0.364628685,6.4375,0,1,0,0,1,1,0
3,2,-0.98125909,8.6625,1,0,0,0,1,1,0
3,2,0.941437731,7.55,1,0,0,0,1,1,0
3,2,0.018543257,69.55,1,0,0,10,1,0,0
3,2,0.403082621,7.8958,0,1,0,0,1,1,0
2,4,-0.135272488,33,1,0,0,1,1,0,0
1,3,0.018543257,89.1042,0,1,0,1,0,0,1
3,0,-1.981061436,31.275,1,0,0,6,1,0,0
3,2,3.402489662,7.775,1,0,0,0,1,1,0
3,1,-1.596522072,15.2458,0,1,0,2,0,0,0
1,1,-1.058166962,39.4,1,0,0,1,0,0,1
2,3,1.095253477,26,1,0,0,1,0,0,0
3,3,-0.904351217,9.35,1,0,0,1,0,0,1
1,3,1.17216135,164.8667,1,0,0,2,0,0,1
1,2,1.633608587,26.55,1,0,0,0,1,1,1
3,3,-0.44290398,19.2583,0,1,0,3,0,0,1
3,2,0.018543257,7.2292,0,1,0,0,1,1,0
3,2,0.864529858,14.1083,1,0,0,2,1,0,0
2,2,-0.673627598,11.5,1,0,0,1,1,0,0
1,3,1.402884968,25.9292,1,0,0,0,0,1,1
3,1,0.018543257,69.55,1,0,0,10,0,0,0
2,2,-0.44290398,13,1,0,0,0,1,1,0
2,3,0.941437731,13,1,0,0,0,0,1,1
2,1,-0.212180361,13.8583,0,1,0,1,0,0,1
1,2,0.09545113,50.4958,1,0,0,0,1,1,0
3,2,0.018543257,9.5,1,0,0,0,1,1,0
3,0,-1.981061436,11.1333,1,0,0,2,1,0,1
3,2,-0.289088234,7.8958,1,0,0,0,1,1,0
1,3,1.325977095,52.5542,1,0,0,2,0,0,1
1,2,0.249266876,5,1,0,0,0,1,1,0
3,2,1.325977095,9,1,0,0,0,1,1,0
2,3,-0.135272488,24,0,1,0,1,0,0,1
3,1,-1.135074835,7.225,0,1,0,0,0,1,1
3,2,-0.750535471,9.8458,1,0,0,0,1,1,0
3,2,-0.827443344,7.8958,1,0,0,0,1,1,0
3,2,0.018543257,7.8958,1,0,0,0,1,1,0
1,3,2.018147951,83.1583,0,1,0,1,0,0,1
2,3,-0.365996107,26,1,0,0,1,0,0,1
3,2,0.249266876,7.8958,1,0,0,0,1,1,0
3,1,-0.596719725,10.5167,1,0,0,0,0,1,0
2,2,-0.135272488,10.5,1,0,0,0,1,1,0
3,2,-0.365996107,7.05,1,0,0,0,1,1,0
3,3,0.710714113,29.125,0,0,1,5,0,0,0
2,4,-0.212180361,13,1,0,0,0,1,1,0
1,1,-0.827443344,30,1,0,0,0,0,1,1
3,1,0.018543257,23.45,1,0,0,3,0,0,0
1,2,-0.289088234,30,0,1,0,0,1,1,1
3,2,0.172359003,7.75,0,0,1,0,1,1,0
